line_no,db_id,question,gold_sql,pred_sql,em,agg_match,sel_match,cond_match,fail_reason,gold_struct,pred_struct
771,1-16922657-2,What is the minimum Wins a team has?,SELECT MIN(col2) FROM table,SELECT MIN(w) FROM wikisql_data,True,True,True,True,ok,"{""agg"": 2, ""sel"": 2, ""conds"": [], ""count_star"": false}","{""agg"": 2, ""sel"": 2, ""conds"": [], ""count_star"": false}"
772,1-16922657-2,"When the country was Scotland, how many ends were won?",SELECT COUNT(col6) FROM table WHERE col0 = 'Scotland',SELECT ends_won FROM wikisql_data WHERE country = 'Scotland',False,False,True,True,agg(gold=COUNT pred=NONE),"{""agg"": 3, ""sel"": 6, ""conds"": [[0, 0, ""scotland""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[0, 0, ""scotland""]], ""count_star"": false}"
773,1-16922657-2,What is Norway's least ends lost?,SELECT MIN(col7) FROM table WHERE col0 = 'Norway',SELECT min(ends_lost) FROM wikisql_data WHERE country = 'norway',True,True,True,True,ok,"{""agg"": 2, ""sel"": 7, ""conds"": [[0, 0, ""norway""]], ""count_star"": false}","{""agg"": 2, ""sel"": 7, ""conds"": [[0, 0, ""norway""]], ""count_star"": false}"
774,1-16922657-2,Andrea Schöpp is the skip of which country?,SELECT col0 FROM table WHERE col1 = 'Andrea Schöpp',SELECT country FROM wikisql_data WHERE skip = 'andrea schöpp',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""andrea sch\u00f6pp""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""andrea sch\u00f6pp""]], ""count_star"": false}"
775,1-1708050-1,Name the poles for 25th position,SELECT col5 FROM table WHERE col9 = '25th',SELECT poles FROM wikisql_data WHERE position = 25,False,True,True,False,"cond(gold=[[9, 0, '25th']] pred=[[9, 0, 25]])","{""agg"": 0, ""sel"": 5, ""conds"": [[9, 0, ""25th""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[9, 0, 25]], ""count_star"": false}"
776,1-1708050-1,Name the starts when position is 16th,SELECT col1 FROM table WHERE col9 = '16th',SELECT starts FROM wikisql_data WHERE position = 16,False,True,True,False,"cond(gold=[[9, 0, '16th']] pred=[[9, 0, 16]])","{""agg"": 0, ""sel"": 1, ""conds"": [[9, 0, ""16th""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[9, 0, 16]], ""count_star"": false}"
777,1-17103645-9,What stadium hosted the June 7 game and how many visitors were there?,SELECT col7 FROM table WHERE col1 = 'June 7',SELECT location_attendance FROM wikisql_data WHERE date = 'June 7',True,True,True,True,ok,"{""agg"": 0, ""sel"": 7, ""conds"": [[1, 0, ""june 7""]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[1, 0, ""june 7""]], ""count_star"": false}"
778,1-17103645-9,Who made the highest assist in the game that scored 79-88?,SELECT col6 FROM table WHERE col3 = '79-88',SELECT high_assists FROM wikisql_data WHERE score = '79-88',True,True,True,True,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[3, 0, ""79-88""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[3, 0, ""79-88""]], ""count_star"": false}"
779,1-17111812-1,When the 8th is Marcos Hernandez who was the 6th?,SELECT col6 FROM table WHERE col8 = 'Marcos Hernandez',SELECT sixth FROM wikisql_data WHERE eighth = 'Marcos Hernandez',True,True,True,True,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[8, 0, ""marcos hernandez""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[8, 0, ""marcos hernandez""]], ""count_star"": false}"
780,1-17111812-1,Who was in 4th when in 6th is Air Traffic?,SELECT col4 FROM table WHERE col6 = 'Air Traffic',SELECT fourth FROM wikisql_data WHERE sixth = 'Air Traffic',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[6, 0, ""air traffic""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[6, 0, ""air traffic""]], ""count_star"": false}"
781,1-17111812-1,"When Kubb is in 9th, who is in 10th?",SELECT col10 FROM table WHERE col9 = 'Kubb',SELECT tenth FROM wikisql_data WHERE ninth = 'Kubb',True,True,True,True,ok,"{""agg"": 0, ""sel"": 10, ""conds"": [[9, 0, ""kubb""]], ""count_star"": false}","{""agg"": 0, ""sel"": 10, ""conds"": [[9, 0, ""kubb""]], ""count_star"": false}"
782,1-17111812-1,"When Interpol is in 6th, who is in 7th?",SELECT COUNT(col7) FROM table WHERE col6 = 'Interpol',SELECT seventh FROM wikisql_data WHERE sixth = 'Interpol',False,False,True,True,agg(gold=COUNT pred=NONE),"{""agg"": 3, ""sel"": 7, ""conds"": [[6, 0, ""interpol""]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[6, 0, ""interpol""]], ""count_star"": false}"
783,1-17111812-1,How many times was Plan B 4th place?,SELECT COUNT(col1) FROM table WHERE col4 = 'Plan B',SELECT COUNT(*) FROM wikisql_data WHERE fourth = 'plan b',False,True,False,True,sel(gold=1=Winner pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 1, ""conds"": [[4, 0, ""plan b""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[4, 0, ""plan b""]], ""count_star"": true}"
784,1-17111812-1,"When dizzee rascal is 5th, who was the winner?",SELECT col1 FROM table WHERE col5 = 'Dizzee Rascal',SELECT winner FROM wikisql_data WHERE fifth = 'dizzee rascal',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, ""dizzee rascal""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[5, 0, ""dizzee rascal""]], ""count_star"": false}"
785,1-17121262-9,What was the location and attendance for game 60?,SELECT col7 FROM table WHERE col0 = 60,SELECT location_attendance FROM wikisql_data WHERE game = 60,True,True,True,True,ok,"{""agg"": 0, ""sel"": 7, ""conds"": [[0, 0, 60]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[0, 0, 60]], ""count_star"": false}"
786,1-17121262-9,Who had the highest assists on March 18?,SELECT col6 FROM table WHERE col1 = 'March 18',SELECT high_assists FROM wikisql_data WHERE date = 'March 18',True,True,True,True,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""march 18""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""march 18""]], ""count_star"": false}"
787,1-17140608-7,Who had the high rebound total on january 6?,SELECT col5 FROM table WHERE col1 = 'January 6',SELECT high_rebounds FROM wikisql_data WHERE date = 'january 6',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""january 6""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""january 6""]], ""count_star"": false}"
788,1-17142454-4,How many positions correspond to a 1-3 1st leg?,SELECT COUNT(col0) FROM table WHERE col4 = '1-3',SELECT COUNT(*) FROM wikisql_data WHERE col_1st_leg = '1-3',False,True,False,True,sel(gold=0=Position pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 0, ""conds"": [[4, 0, ""1-3""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[4, 0, ""1-3""]], ""count_star"": true}"
789,1-17186229-4,Name the total number of opponent of record 9-2,SELECT COUNT(col2) FROM table WHERE col8 = '9-2',SELECT COUNT(*) FROM wikisql_data WHERE record = '9-2',False,True,False,True,sel(gold=2=Opponent pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 2, ""conds"": [[8, 0, ""9-2""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[8, 0, ""9-2""]], ""count_star"": true}"
790,1-17186229-4,name the date where score time is w 74-63,SELECT col1 FROM table WHERE col3 = 'W 74-63',SELECT date FROM wikisql_data WHERE score_time = 'w 74-63',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""w 74-63""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""w 74-63""]], ""count_star"": false}"
791,1-1723080-1,What episode aired on 11july1964?,SELECT col0 FROM table WHERE col1 = '11July1964',SELECT episode FROM wikisql_data WHERE broadcast_date = '11 july 1964',False,True,True,False,"cond(gold=[[1, 0, '11july1964']] pred=[[1, 0, '11 july 1964']])","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""11july1964""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""11 july 1964""]], ""count_star"": false}"
792,1-1723080-1,How many viewers were there on 1august1964?,SELECT col3 FROM table WHERE col1 = '1August1964',SELECT viewers_in_millions FROM wikisql_data WHERE broadcast_date = '1august1964',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""1august1964""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""1august1964""]], ""count_star"": false}"
793,1-1723080-1,What is run time when there were 7.4 million viewers?,SELECT col2 FROM table WHERE col3 = '7.4',SELECT run_time FROM wikisql_data WHERE viewers_in_millions = 7.4,True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, 7.4]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, 7.4]], ""count_star"": false}"
794,1-17265535-6,What is the equation where the 3rd throw is 7?,SELECT col3 FROM table WHERE col2 = '7',SELECT equation FROM wikisql_data WHERE col_3rd_throw = 7,True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, 7]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, 7]], ""count_star"": false}"
795,1-17265535-6,"If the equation is (10 times 8) + 4, what would be the 2nd throw?",SELECT MAX(col1) FROM table WHERE col3 = '(10 times 8) + 4',SELECT col_2nd_throw FROM wikisql_data WHERE equation = '(10 times 8) + 4',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 1, ""conds"": [[3, 0, ""(10 times 8) + 4""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""(10 times 8) + 4""]], ""count_star"": false}"
796,1-17265535-6,What is the result when the 3rd throw is not 8?,SELECT MIN(col4) FROM table WHERE col2 = 'not 8',SELECT result FROM wikisql_data WHERE col_3rd_throw != 8,False,False,True,False,"agg(gold=MIN pred=NONE) | cond(gold=[[2, 0, 'not 8']] pred=[[2, 3, 8]])","{""agg"": 2, ""sel"": 4, ""conds"": [[2, 0, ""not 8""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 3, 8]], ""count_star"": false}"
797,1-17265535-6,"If the equation is all equal, what is the 3rd throw?",SELECT col2 FROM table WHERE col3 = 'all equal',SELECT col_3rd_throw FROM wikisql_data WHERE equation = 'all equal',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""all equal""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[3, 0, ""all equal""]], ""count_star"": false}"
798,1-17265535-6,"If the equation is (10 times 1) + 3, what is the 2nd throw?",SELECT MAX(col1) FROM table WHERE col3 = '(10 times 1) + 3',SELECT col_2nd_throw FROM wikisql_data WHERE equation = '(10 times 1) + 3',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 1, ""conds"": [[3, 0, ""(10 times 1) + 3""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""(10 times 1) + 3""]], ""count_star"": false}"
799,1-17271495-1,Name the total number of grid for 30,SELECT COUNT(col6) FROM table WHERE col8 = '30',SELECT COUNT(grid) FROM wikisql_data WHERE grid = 30,False,True,True,False,"cond(gold=[[8, 0, 30]] pred=[[6, 0, 30]])","{""agg"": 3, ""sel"": 6, ""conds"": [[8, 0, 30]], ""count_star"": false}","{""agg"": 3, ""sel"": 6, ""conds"": [[6, 0, 30]], ""count_star"": false}"
800,1-17271495-1,Name the laps for 18 pointss,SELECT col4 FROM table WHERE col8 = '18',SELECT laps FROM wikisql_data WHERE points = 18,True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[8, 0, 18]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[8, 0, 18]], ""count_star"": false}"
801,1-17271495-1,Name the drive for points being 13,SELECT col2 FROM table WHERE col8 = '13',SELECT driver FROM wikisql_data WHERE points = 13,True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[8, 0, 13]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[8, 0, 13]], ""count_star"": false}"
802,1-17271495-1,Name the team for scott dixon,SELECT col3 FROM table WHERE col2 = 'Scott Dixon',SELECT team FROM wikisql_data WHERE driver = 'scott dixon',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""scott dixon""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""scott dixon""]], ""count_star"": false}"
803,1-17271495-1,Name the team of darren manning,SELECT col3 FROM table WHERE col2 = 'Darren Manning',SELECT team FROM wikisql_data WHERE driver = 'darren manning',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""darren manning""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""darren manning""]], ""count_star"": false}"
804,1-17288825-8,Name the record for score of  l 93–104 (ot),SELECT col8 FROM table WHERE col3 = 'L 93–104 (OT)',SELECT record FROM wikisql_data WHERE score = 'l 93–104 (ot)',True,True,True,True,ok,"{""agg"": 0, ""sel"": 8, ""conds"": [[3, 0, ""l 93-104 (ot)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[3, 0, ""l 93-104 (ot)""]], ""count_star"": false}"
805,1-17288825-9,On what date did the Rockets play Memphis?,SELECT col1 FROM table WHERE col2 = 'Memphis',SELECT date FROM wikisql_data WHERE team = 'rockets' AND game = 'memphis',False,True,True,False,"cond(gold=[[2, 0, 'memphis']] pred=[[2, 0, 'rockets']])","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""memphis""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""rockets""]], ""count_star"": false}"
806,1-17288825-9,Who had the most poinst in game 72?,SELECT col4 FROM table WHERE col0 = 72,SELECT high_points FROM wikisql_data WHERE game = 72 ORDER BY high_points DESC LIMIT 1,True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 72]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 72]], ""count_star"": false}"
807,1-17288825-6,When tracy mcgrady (8) is leading in assists what is the date?,SELECT col1 FROM table WHERE col6 = 'Tracy McGrady (8)',SELECT date FROM wikisql_data WHERE high_assists = 8,False,True,True,False,"cond(gold=[[6, 0, 'tracy mcgrady (8)']] pred=[[6, 0, 8]])","{""agg"": 0, ""sel"": 1, ""conds"": [[6, 0, ""tracy mcgrady (8)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[6, 0, 8]], ""count_star"": false}"
808,1-17288825-6,When @ new orleans is the team who has the highest amount of rebounds?,SELECT col5 FROM table WHERE col2 = '@ New Orleans',SELECT team FROM wikisql_data WHERE high_rebounds = (SELECT MAX(high_rebounds) FROM wikisql_data WHERE team = 'new orleans') AND team = 'new orleans',False,False,True,False,"agg(gold=NONE pred=MAX) | cond(gold=[[2, 0, '@ new orleans']] pred=[[5, 0, '(select']])","{""agg"": 0, ""sel"": 5, ""conds"": [[2, 0, ""@ new orleans""]], ""count_star"": false}","{""agg"": 1, ""sel"": 5, ""conds"": [[5, 0, ""(select""]], ""count_star"": false}"
809,1-17288825-6,When aaron brooks (6) had the highest amount of assists what is the date?,SELECT col1 FROM table WHERE col6 = 'Aaron Brooks (6)',SELECT date FROM wikisql_data WHERE high_assists = 6,False,True,True,False,"cond(gold=[[6, 0, 'aaron brooks (6)']] pred=[[6, 0, 6]])","{""agg"": 0, ""sel"": 1, ""conds"": [[6, 0, ""aaron brooks (6)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[6, 0, 6]], ""count_star"": false}"
810,1-17288869-5,What was the record on November 1?,SELECT col8 FROM table WHERE col1 = 'November 1',SELECT record FROM wikisql_data WHERE date = 'November 1',True,True,True,True,ok,"{""agg"": 0, ""sel"": 8, ""conds"": [[1, 0, ""november 1""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[1, 0, ""november 1""]], ""count_star"": false}"
811,1-17288869-5,What was the record on November 7?,SELECT COUNT(col8) FROM table WHERE col1 = 'November 7',SELECT record FROM wikisql_data WHERE date = 'November 7',False,False,True,True,agg(gold=COUNT pred=NONE),"{""agg"": 3, ""sel"": 8, ""conds"": [[1, 0, ""november 7""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[1, 0, ""november 7""]], ""count_star"": false}"
812,1-17304504-1,What is the grid for the driver who earned 14 points?,SELECT col6 FROM table WHERE col8 = '14',SELECT grid FROM wikisql_data WHERE points = 14,True,True,True,True,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[8, 0, 14]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[8, 0, 14]], ""count_star"": false}"
813,1-17304308-1,Name the total number of cars for panther racing and grid of 9,SELECT COUNT(col1) FROM table WHERE col3 = 'Panther Racing' AND col6 = 9,SELECT COUNT(car_no) FROM wikisql_data WHERE team = 'panther racing' AND grid = 9,True,True,True,True,ok,"{""agg"": 3, ""sel"": 1, ""conds"": [[3, 0, ""panther racing""]], ""count_star"": false}","{""agg"": 3, ""sel"": 1, ""conds"": [[3, 0, ""panther racing""]], ""count_star"": false}"
814,1-17304308-1,Name the least grid for 17 points ,SELECT MIN(col6) FROM table WHERE col8 = '17',SELECT MIN(grid) FROM wikisql_data WHERE points = 17,True,True,True,True,ok,"{""agg"": 2, ""sel"": 6, ""conds"": [[8, 0, 17]], ""count_star"": false}","{""agg"": 2, ""sel"": 6, ""conds"": [[8, 0, 17]], ""count_star"": false}"
815,1-17304308-1,Name the total number of fin pos for 12 points of accident,SELECT COUNT(col0) FROM table WHERE col8 = '12' AND col5 = 'Accident',SELECT COUNT(fin_pos) FROM wikisql_data WHERE points = 12,True,True,True,True,ok,"{""agg"": 3, ""sel"": 0, ""conds"": [[8, 0, 12]], ""count_star"": false}","{""agg"": 3, ""sel"": 0, ""conds"": [[8, 0, 12]], ""count_star"": false}"
816,1-17304308-1,Name the number of driver for fin pos of 19,SELECT COUNT(col2) FROM table WHERE col0 = 19,SELECT COUNT(driver) FROM wikisql_data WHERE fin_pos = 19,True,True,True,True,ok,"{""agg"": 3, ""sel"": 2, ""conds"": [[0, 0, 19]], ""count_star"": false}","{""agg"": 3, ""sel"": 2, ""conds"": [[0, 0, 19]], ""count_star"": false}"
817,1-17311759-7,how many high assists stats were maade on february 4,SELECT COUNT(col6) FROM table WHERE col1 = 'February 4',SELECT COUNT(*) FROM wikisql_data WHERE date = 'february 4' AND high_assists IS NOT NULL,False,True,False,True,sel(gold=6=High assists pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 6, ""conds"": [[1, 0, ""february 4""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[1, 0, ""february 4""]], ""count_star"": true}"
818,1-17311759-7,who made high assists on february 4,SELECT col6 FROM table WHERE col1 = 'February 4',SELECT team FROM wikisql_data WHERE high_assists IS NOT NULL AND date = 'february 4',False,True,False,False,"sel(gold=6=High assists pred=2=Team) | cond(gold=[[1, 0, 'february 4']] pred=[[6, 0, 'february 4']])","{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""february 4""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[6, 0, ""february 4""]], ""count_star"": false}"
819,1-17311797-10,What was the score in game 81?,SELECT col3 FROM table WHERE col0 = 81,SELECT score FROM wikisql_data WHERE game = 81,True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 81]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 81]], ""count_star"": false}"
820,1-17311797-10,Which player had the highest points in game 79?,SELECT col4 FROM table WHERE col0 = 79,SELECT high_points FROM wikisql_data WHERE game = 79,True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 79]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 79]], ""count_star"": false}"
